CODICE_SCUOLA;denominazione;tipoDiIstruzione;CODICE_ISTITUTO;denominazioneIstituto;indirizzo;comune;provincia;cap;email;telefono;latitudine;longitudine;scuolaStatale;scuolaParitaria
RMMM8BZ01D;LEONARDO DA VINCI;MM;RMIC8BZ00C;LEONARDO VINCI;VIALE      DELLA GRANDE MURAGLIA 37;ROMA;ROMA;00144;RMIC8BZ00C@istruzione.it;0652209322;41.82092;12.45608;1;0
RMMM8BM01T;LEOPARDI;MM;RMIC8BM00R;MARIA CAPOZZI;VIA        ENNIO BONIFAZI      64;ROMA;ROMA;00167;RMIC8BM00R@istruzione.it;066630905;41.90591;12.41563;1;0
RMRHRE5002;LEOPARDI;RH;RMRHRE5002;LEOPARDI;V. DEL PETTIROSSO, 14;ROMA;ROMA;00169;ist.leopardi@email.it;06265355       ;41.86774;12.59394;0;1
RMPS655007;LIC. SCIENT. OPZIONE SCIENZE APPLICATE POLIZIANO;PS;RMPS655007;LIC. SCIENT. OPZIONE SCIENZE APPLICATE POLIZIANO;V. DELLA TRAVICELLA 55/61;ROMA;ROMA;00179;;065110121      ;41.87034;12.49834;0;1
RMPC280001;"LIC.CL.ANNESSO CONV.NAZ.""V.EMANUELE II""";PC;RMPC280001;"LIC.CL.ANNESSO CONV.NAZ.""V.EMANUELE II""";PIAZZA MONTE GRAPPA 5;ROMA;ROMA;00195;RMPC280001@istruzione.it;063269981;41.91914;12.46937;1;0
RMSL5N500U;LIC.MUS.SEZ.COREUTICO GIOVANNI PAOLO II;SL;RMSL5N500U;LIC.MUS.SEZ.COREUTICO GIOVANNI PAOLO II;C.SO DUCA DI GENOVA, 157;ROMA;ROMA;00121;istituto@istitutogiovannipaolo2.it;065672123      ;41.73383;12.27086;0;1
RMPS420006;"LIC.SC.ANNESSO CONV.NAZ.""V.EMANUELE II""";PS;RMPS420006;"LIC.SC.ANNESSO CONV.NAZ.""V.EMANUELE II""";PIAZZA MONTE GRAPPA 5;ROMA;ROMA;00195;RMPS420006@istruzione.it;063269981;41.91914;12.46937;1;0
RMPS5G5003;LIC.SC.SEZ.SC.APPLICATE SAN GABRIELE;PS;RMPS5G5003;LIC.SC.SEZ.SC.APPLICATE SAN GABRIELE;VIA DELLA GIUSTINIANA, 1200;ROMA;ROMA;00189;ISTITUTOSANGABRIELE@GMAIL.COM;06302831       ;41.99963;12.38593;0;1
RMPMQB5004;LIC.SC.UMANE GIOVANNI PAOLO II;PM;RMPMQB5004;LIC.SC.UMANE GIOVANNI PAOLO II;C.SO DUCA DI GENOVA 157;ROMA;ROMA;00121;istituto@istitutogiovannipaolo2.it;065672123      ;41.73383;12.27086;0;1
RMPS49000C;"LICEO  ""FARNESINA""";PS;RMPS49000C;"LICEO  ""FARNESINA""";VIA GIOCHI ISTMICI, 64;ROMA;ROMA;00135;RMPS49000C@istruzione.it;06121127045;41.94569;12.46183;1;0
RMSL023014;LICEO ARTISTICO;SL;RMIS02300R;DONATO BRAMANTE;VIA DELLA CECCHINA 20 - VIA SARANDI' 11;ROMA;ROMA;00139;RMIS02300R@istruzione.it;06121123505;41.94816;12.52976;1;0
RMSD06000G;"LICEO ARTISTICO ""ENZO ROSSI""";SD;RMSD06000G;"LICEO ARTISTICO ""ENZO ROSSI""";VIA DEL FRANTOIO, 4;ROMA;ROMA;00159;RMSD06000G@istruzione.it;06121123145;41.911;12.56224;1;0
RMSL08901P;LICEO ARTISTICO MULTIMEDIA ROSSELLINI;SL;RMIS08900B;"CINE TV ""ROBERTO ROSSELLINI""";VIA DELLA VASCA NAVALE, 58;ROMA;ROMA;00146;RMIS08900B@istruzione.it;06121125840;41.86411;12.48039;1;0
RMSL015004;LICEO ARTISTICO S. ORSOLA;SL;RMSL015004;LICEO ARTISTICO S. ORSOLA;VIA LIVORNO 50/A;ROMA;ROMA;00162;SEGRETERIA.ROMA@ORSOLINE.IT;0644246567     ;41.91563;12.52423;0;1
RMSL07000L;"LICEO ARTISTICO STATALE ""VIA DI RIPETTA""";SL;RMSL07000L;"LICEO ARTISTICO STATALE ""VIA DI RIPETTA""";VIA   DI  RIPETTA, 218;ROMA;ROMA;00186;RMSL07000L@istruzione.it;06121123460;41.90687;12.47571;1;0
RMSD10000R;LICEO ARTISTICO STATALE G.C. ARGAN;SD;RMSD10000R;LICEO ARTISTICO STATALE G.C. ARGAN;PIAZZA DEI DECEMVIRI, 12;ROMA;ROMA;00175;RMSD10000R@istruzione.it;06121122470;41.8586;12.56802;1;0
RMPC06901D;"LICEO CLASSICO ""EDOARDO AMALDI""";PC;RMIS069006;ISTITUTO ISTRUZIONE SUPERIORE E. AMALDI;VIA DOMENICO PARASACCHI, 21;ROMA;ROMA;00133;RMIS069006@istruzione.it;0699180487;41.91185;12.69007;1;0
RMPC235003;LICEO CLASSICO CRISTO RE;PC;RMPC235003;LICEO CLASSICO CRISTO RE;VIA ACHERUSIO 71;ROMA;ROMA;00199;AMMINISTRAZIONE@FONDAZIONECRISTORE.ORG;0686207503     ;41.92705;12.51404;0;1
RMPC285004;LICEO CLASSICO EUROPEO BUSINESS AND ADMINISTRATION PARITARIO VILLA FLAMINIA;PC;RMPC285004;LICEO CLASSICO EUROPEO BUSINESS AND ADMINISTRATION PARITARIO VILLA FLAMINIA;V.LE DEL VIGNOLA 56;ROMA;ROMA;00196;SEGRETERIA@VILLAFLAMINIA.NET;06322941       ;41.92544;12.46649;0;1
RMPC05500E;LICEO CLASSICO GESU' E MARIA;PC;RMPC05500E;LICEO CLASSICO GESU' E MARIA;V.FLAMINIA 631;ROMA;ROMA;00191;SEGR.SECONDARIA@SCUOLAGESUMARIA.IT;063337212      ;41.94516;12.4725;0;1
RMPC545008;LICEO CLASSICO GIOVANNI PAOLO II;PC;RMPC545008;LICEO CLASSICO GIOVANNI PAOLO II;C.SO DUCA DI GENOVA, 159;ROMA;ROMA;00121;ISTITUTO@ISTITUTOGIOVANNIPAOLO2.IT;065672123      ;41.7343;12.27024;0;1
RMPC29500P;LICEO CLASSICO IST. S. MARIA;PC;RMPC29500P;LICEO CLASSICO IST. S. MARIA;V.LE MANZONI 5;ROMA;ROMA;00185;segreteria@istitutosantamaria.com;0670033899     ;41.88978;12.50485;0;1
RMPC255008;LICEO CLASSICO IST.S.GIUSEPPE CALASANZIO;PC;RMPC255008;LICEO CLASSICO IST.S.GIUSEPPE CALASANZIO;V.CORTINA D'AMPEZZO 256;ROMA;ROMA;00135;SEGRETERIA@CALASANZIO-ROMA.IT;006 3052856    ;41.94275;12.43886;0;1
RMPC08500A;LICEO CLASSICO MARIA AUSILIATRICE;PC;RMPC08500A;LICEO CLASSICO MARIA AUSILIATRICE;VIA DALMAZIA 12;ROMA;ROMA;00198;SEGRETERIA@MAUXROMA.EDU.IT;068440211      ;41.91597;12.50671;0;1
RMPC10500A;LICEO CLASSICO MASSIMILIANO MASSIMO;PC;RMPC10500A;LICEO CLASSICO MASSIMILIANO MASSIMO;V.M.MASSIMO 7;ROMA;ROMA;00144;SEGRETERIA@ISTITUTOMASSIMO.COM;06  543961     ;41.83009;12.45824;0;1
RMPC185007;LICEO CLASSICO PIO XI;PC;RMPC185007;LICEO CLASSICO PIO XI;V.UMBERTIDE 11;ROMA;ROMA;00181;SEGRETERIA@PIOUNDICESIMO.ORG;0678440101     ;41.87419;12.53136;0;1
RMPC455002;LICEO CLASSICO PIRANDELLO;PC;RMPC455002;LICEO CLASSICO PIRANDELLO;V.BONI 1;ROMA;ROMA;00162;ISTITUTOPIRANDELLOROMA@GMAIL.COM;0644238492     ;41.91524;12.52039;0;1
RMPC44500B;LICEO CLASSICO S. GIOVANNI BATTISTA;PC;RMPC44500B;LICEO CLASSICO S. GIOVANNI BATTISTA;V.CASALE S.PIO V  11;ROMA;ROMA;00165;SCUOLA.SGB.RM@GMAIL.COM;0666000849     ;41.82309;12.49157;0;1
RMPC26500V;LICEO CLASSICO S. GIUSEPPE DE MERODE;PC;RMPC26500V;LICEO CLASSICO S. GIUSEPPE DE MERODE;V.S.SEBASTIANELLO 3;ROMA;ROMA;00187;DIREZIONE@SANGIUSEPPEDEMERODE.IT;0669922505     ;41.90679;12.48207;0;1
RMPC525003;LICEO CLASSICO S.ORSOLA;PC;RMPC525003;LICEO CLASSICO S.ORSOLA;VIA LIVORNO 50/A;ROMA;ROMA;00162;SEGRETERIA.ROMA@ORSOLINE.IT;0644246567     ;41.91563;12.52423;0;1
RMPCAM500U;LICEO CLASSICO SAN GABRIELE;PC;RMPCAM500U;LICEO CLASSICO SAN GABRIELE;VIA DELLA GIUSTINIANA, 1200;ROMA;ROMA;00123;ISTITUTOSANGABRIELE@GMAIL.COM;06302831       ;41.9366;12.43916;0;1
RMPMS55008;LICEO DEL MADE IN ITALY- GIOVANNI PAOLO II;PM;RMPMS55008;LICEO DEL MADE IN ITALY- GIOVANNI PAOLO II;CORSO DUCA DI GENOVA, 157;ROMA;ROMA;00121;istituto@istitutogiovannipaolo2.it;065672123      ;;;0;1
RMPMB15005;LICEO DEL MADE IN ITALY- MINERVA;PM;RMPMB15005;LICEO DEL MADE IN ITALY- MINERVA;VIALE BATTISTA BARDANZELLU, 83;ROMA;ROMA;00155;;;;;0;1
RMPMI75006;LICEO DEL MADE IN ITALY- Poliziano;PM;RMPMI75006;LICEO DEL MADE IN ITALY- Poliziano;VIA DELLA TRAVICELLA, 55/61;ROMA;ROMA;00179;istituto.poliziano@virgilio.it;;;;0;1
RMPM045004;LICEO DELLE SCIENZE UMANE POLIZIANO;PM;RMPM045004;LICEO DELLE SCIENZE UMANE POLIZIANO;VIA DELLA TRAVICELLA 55/61;ROMA;ROMA;00179;istituto.poliziano@virgilio.it;065110121      ;41.87037;12.4979;0;1
RMPMBG500A;LICEO DELLE SCIENZE UMANE SCUOLA PONTIFICIA PIO IX;PM;RMPMBG500A;LICEO DELLE SCIENZE UMANE SCUOLA PONTIFICIA PIO IX;VIA DEI CAVALIERI DEL SANTO SEPOLCRO 1;ROMA;ROMA;00193;SEGRETERIA@SCUOLAPIONONO.ORG;06 68802655    ;41.90183;12.46058;0;1
RMPQV5500Z;LICEO DELLE SCIENZE UMANE opz. ECONOMICO-SOCIALE-LICEO PINDARO;PQ;RMPQV5500Z;LICEO DELLE SCIENZE UMANE opz. ECONOMICO-SOCIALE-LICEO PINDARO;VIA MARCO ENRICO BOSSI 16/18;ROMA;ROMA;00124;segreteria@liceopindaro.it;0693577190     ;;;0;1
RMPQ7Q5003;LICEO DELLE SCIENZE UMANE opz. ECONOMICO-SOCIALE-M.E. TOZZI;PQ;RMPQ7Q5003;LICEO DELLE SCIENZE UMANE opz. ECONOMICO-SOCIALE-M.E. TOZZI;VIA DEL CASALETTO 35;ROMA;ROMA;00151;liceotozzi@gmail.com;065346270      ;;;0;1
RMPL1M500I;LICEO ECONOMICO SOCIALE QUADRIENNALE;PL;RMPL1M500I;LICEO ECONOMICO SOCIALE QUADRIENNALE;VIA DRUSO 2;ROMA;ROMA;00184;SEGRETERIA@ISTITUTOSANSISTOROMA.IT;0677205175     ;41.88191;12.49737;0;1
RMPC320006;LICEO GINNASIO EUGENIO MONTALE;PC;RMPC320006;LICEO GINNASIO EUGENIO MONTALE;VIA BRAVETTA, 545;ROMA;ROMA;00164;RMPC320006@istruzione.it;06121123660;41.8722;12.42353;1;0
RMPC150008;LICEO GINNASIO STATALE ORAZIO;PC;RMPC150008;LICEO GINNASIO STATALE ORAZIO;VIA        SAVINIO 40;ROMA;ROMA;00141;RMPC150008@istruzione.it;06121125256;41.94237;12.54556;1;0
RMPC3Q500Z;LICEO INTERNAZIONALE SCIENTIFICO - CLASSICO - LINGUISTICO - G. FALCONIERI;PC;RMPC3Q500Z;LICEO INTERNAZIONALE SCIENTIFICO - CLASSICO - LINGUISTICO - G. FALCONIERI;V. GUIDUBALDO DEL MONTE 17;ROMA;ROMA;00197;amministrazione@istitutofalconieri.com;068070384      ;;;0;1
RMPS12401X;LICEO LINGUISTICO;PS;RMIS12400D;IIS CRISTOFORO COLOMBO;VIA PANISPERNA 255;ROMA;ROMA;00184;RMIS12400D@istruzione.it;;;;1;0
RMPLB3500E;LICEO LINGUISTICO - MINERVA;PL;RMPLB3500E;LICEO LINGUISTICO - MINERVA;VIALE BATTISTA BARDANZELLU 83;ROMA;ROMA;00155;;064075776      ;41.91587;12.56886;0;1
RMPLP0500V;LICEO LINGUISTICO -ISTITUTO PARITARIO GESù-MARIA;PL;RMPLP0500V;LICEO LINGUISTICO -ISTITUTO PARITARIO GESù-MARIA;VIA FLAMINIA 631;ROMA;ROMA;00191;segr.secondaria@scuolagesumaria.it;063337212      ;;;0;1
RMPL00500B;LICEO LINGUISTICO F. HEGEL;PL;RMPL00500B;LICEO LINGUISTICO F. HEGEL;VIA AURELIO BACCIARINI;ROMA;ROMA;00167;INFO@ISTITUTOHEGEL.COM;0639754743     ;41.90261;12.43649;0;1
RMPL26500R;LICEO LINGUISTICO GIOVANNI PAOLO II;PL;RMPL26500R;LICEO LINGUISTICO GIOVANNI PAOLO II;C.SO DUCA DI GENOVA, 155;ROMA;ROMA;00121;ISTITUTO@ISTITUTOGIOVANNIPAOLO2.IT;065692301      ;41.73405;12.271;0;1
RMPL085008;LICEO LINGUISTICO KENNEDY;PL;RMPL085008;LICEO LINGUISTICO KENNEDY;VIA GIOSUE' CARDUCCI 2;ROMA;ROMA;00186;info@kennedyscuola.it;066796652      ;41.89747;12.48171;0;1
RMPLIL5008;LICEO LINGUISTICO MARIA AUSILIATRICE;PL;RMPLIL5008;LICEO LINGUISTICO MARIA AUSILIATRICE;VIA DALMAZIA 12;ROMA;ROMA;00198;SEGRETERIA@MAUXROMA.EDU.IT;068440211      ;;;0;1
RMPLOA500A;LICEO LINGUISTICO POLIZIANO;PL;RMPLOA500A;LICEO LINGUISTICO POLIZIANO;VIA DELLA TRAVICELLA 55/61;ROMA;ROMA;00179;istituto.poliziano@virgilio.it;065110121      ;41.87034;12.49834;0;1
RMPLA6500S;LICEO LINGUISTICO RENZO LEVI;PL;RMPLA6500S;LICEO LINGUISTICO RENZO LEVI;VIA PORTICO D'OTTAVIA 73;ROMA;ROMA;00186;liceo.levi@romaebraica.it;;;;0;1
RMPL43500P;LICEO LINGUISTICO S. GIULIANA FALCONIERI;PL;RMPL43500P;LICEO LINGUISTICO S. GIULIANA FALCONIERI;V.GUIDUBALDO DAL MONTE 17;ROMA;ROMA;00197;AMMINISTRAZIONE@ISTITUTOFALCONIERI.COM;068070384      ;41.92746;12.47988;0;1
RMPL39500D;LICEO LINGUISTICO S. GIUSEPPE;PL;RMPL39500D;LICEO LINGUISTICO S. GIUSEPPE;V.RABBELLO 15;ROMA;ROMA;00178;secondaria@sangiuseppecab.it;067184277      ;41.84009;12.54825;0;1
RMPL07500N;LICEO LINGUISTICO SACRO CUORE;PL;RMPL07500N;LICEO LINGUISTICO SACRO CUORE;P.ZA TRINITA' DEI MONTI 3;ROMA;ROMA;00187;SEGRETERIA@SACROCUORETDM.IT;066792245      ;41.90654;12.48387;0;1
RMPL0L500V;LICEO LINGUISTICO SERAPHICUM;PL;RMPL0L500V;LICEO LINGUISTICO SERAPHICUM;VIA DEL SERAFICO 3;ROMA;ROMA;00142;info@seraphicum.com;065190102      ;41.82959;12.48305;0;1
RMPL50500Q;LICEO LINGUISTICO VISCONTI;PL;RMPL50500Q;LICEO LINGUISTICO VISCONTI;VIA N. SAURO 1;ROMA;ROMA;00195;segreteria@istitutovisconti.it;06  39741489   ;41.9134;12.45285;0;1
RMSL3E5005;LICEO MUSICALE SEZ.MUSICALE SERAPHICUM;SL;RMSL3E5005;LICEO MUSICALE SEZ.MUSICALE SERAPHICUM;VIA DEL SERAFICO 3;ROMA;ROMA;00142;info@seraphicum.com;065190102      ;41.82959;12.48305;0;1
RMPSLS5006;LICEO QUADRIENNALE SPERIMENTALE;PS;RMPSLS5006;LICEO QUADRIENNALE SPERIMENTALE;V. NAZARIO SAURO 1;ROMA;ROMA;00195;segreteria@istitutovisconti.it;0639745071     ;41.91345;12.45276;0;1
RMPS032012;"LICEO SCIENTIFICO ""AZZARITA";PS;RMIS03200G;"I.I.S. ""TOMMASO SALVINI""";VIA TOMMASO SALVINI 20-24;ROMA;ROMA;00197;RMIS03200G@istruzione.it;06121124805;41.93037;12.49237;1;0
RMPS12601G;"LICEO SCIENTIFICO ""CARLO MATTEUCCI""";PS;RMIS126005;IIS CARLO MATTEUCCI;VIA DELLE VIGNE NUOVE, 262;ROMA;ROMA;00139;RMIS126005@istruzione.it;06121123705;41.95293;12.53636;1;0
RMPS06901L;"LICEO SCIENTIFICO ""EDOARDO AMALDI""";PS;RMIS069006;ISTITUTO ISTRUZIONE SUPERIORE E. AMALDI;VIA DOMENICO PARASACCHI,21;ROMA;ROMA;00133;RMIS069006@istruzione.it;0699180487;41.8681;12.63395;1;0
RMPS59500C;LICEO SCIENTIFICO - MINERVA;PS;RMPS59500C;LICEO SCIENTIFICO - MINERVA;VIALE BATTISTA BARDANZELLU 83;ROMA;ROMA;00155;;064075776      ;41.91176;12.57182;0;1
RMPS44500E;LICEO SCIENTIFICO ASISIUM;PS;RMPS44500E;LICEO SCIENTIFICO ASISIUM;V.GROTTAROSSA 301;ROMA;ROMA;00189;segreteria@asisium.it;0633247961     ;41.97437;12.44997;0;1
RMPS575007;LICEO SCIENTIFICO CARTESIO;PS;RMPS575007;LICEO SCIENTIFICO CARTESIO;VIA C. E. GADDA 156;ROMA;ROMA;00143;DIDATTICA@ISTITUTOCARTESIO.COM;0645665348     ;41.81127;12.47675;0;1
RMPS505001;LICEO SCIENTIFICO CRISTO RE;PS;RMPS505001;LICEO SCIENTIFICO CRISTO RE;VIA ACHERUSIO 71;ROMA;ROMA;00199;AMMINISTRAZIONE@FONDAZIONECRISTORE.ORG;0686207503     ;41.92703;12.51336;0;1
RMPS56500L;LICEO SCIENTIFICO F. HEGEL;PS;RMPS56500L;LICEO SCIENTIFICO F. HEGEL;VIA AURELIO BACCIARINI 35;ROMA;ROMA;00167;INFO@ISTITUTOHEGEL.COM;0639754743     ;41.90261;12.43649;0;1
RMPS695009;LICEO SCIENTIFICO GESU' MARIA;PS;RMPS695009;LICEO SCIENTIFICO GESU' MARIA;V.FLAMINIA 631;ROMA;ROMA;00191;SEGR.SECONDARIA@SCUOLAGESUMARIA.IT;06  3337212    ;41.94509;12.47254;0;1
RMPSPL500P;LICEO SCIENTIFICO IND. SPORTIVO;PS;RMPSPL500P;LICEO SCIENTIFICO IND. SPORTIVO;V. DEL CASALETTO 35;ROMA;ROMA;00152;tozzist@tin.it;065346270      ;41.87776;12.44123;0;1
RMPSQP500D;LICEO SCIENTIFICO IND. SPORTIVO;PS;RMPSQP500D;LICEO SCIENTIFICO IND. SPORTIVO;V. NAZARIO SAURO 1;ROMA;ROMA;00195;segreteria@istitutovisconti.it;0639741489     ;41.91345;12.45276;0;1
RMPSBI5001;LICEO SCIENTIFICO IND. SPORTIVO GAUSS;PS;RMPSBI5001;LICEO SCIENTIFICO IND. SPORTIVO GAUSS;V. DELLA BUFALOTTA, 556;ROMA;ROMA;00139;info@istitutogauss.it;0624305331     ;41.95974;12.54699;0;1
RMPS4A500Z;LICEO SCIENTIFICO IND. SPORTIVO SAN PAOLO;PS;RMPS4A500Z;LICEO SCIENTIFICO IND. SPORTIVO SAN PAOLO;V.LE SAN PAOLO, 12;ROMA;ROMA;00146;SEGRETERIA.SANPAOLO@MURIALDOALBANO.IT;0639743879     ;41.85843;12.47321;0;1
RMPSPG500N;LICEO SCIENTIFICO IND. SPORTIVO SERAPHICUM;PS;RMPSPG500N;LICEO SCIENTIFICO IND. SPORTIVO SERAPHICUM;V. DEL SERAFICO 3;ROMA;ROMA;00142;info@seraphicum.it;065190102      ;41.82959;12.48305;0;1
RMPS53500R;LICEO SCIENTIFICO INTERNAZIONALE;PS;RMPS53500R;LICEO SCIENTIFICO INTERNAZIONALE;VIA DELLA SCULTURA 15;ROMA;ROMA;00144;;06902271       ;41.8318;12.47913;0;1
RMPS265002;LICEO SCIENTIFICO INTERNAZIONALE PARITARIO VILLA FLAMINIA;PS;RMPS265002;LICEO SCIENTIFICO INTERNAZIONALE PARITARIO VILLA FLAMINIA;V.LE DEL VIGNOLA 56;ROMA;ROMA;00196;SEGRETERIA@VILLAFLAMINIA.NET;06322941       ;41.92544;12.46649;0;1
RMPS19000T;LICEO SCIENTIFICO KEPLERO;PS;RMPS19000T;LICEO SCIENTIFICO KEPLERO;VIA SILVESTRO GHERARDI, N.87/89;ROMA;ROMA;00146;RMPS19000T@istruzione.it;06121123925;41.86297;12.47303;1;0
RMPS08500D;LICEO SCIENTIFICO M. MASSIMO;PS;RMPS08500D;LICEO SCIENTIFICO M. MASSIMO;V.M.MASSIMO 7;ROMA;ROMA;00144;SEGRETERIA@ISTITUTOMASSIMO.COM;06  543961     ;41.83009;12.45824;0;1
RMPSAS5006;LICEO SCIENTIFICO MARIA AUSILIATRICE;PS;RMPSAS5006;LICEO SCIENTIFICO MARIA AUSILIATRICE;VIA DALMAZIA 12;ROMA;ROMA;00198;SEGRETERIA@MAUXROMA.EDU.IT;068440211      ;;;0;1
RMPSMF500G;LICEO SCIENTIFICO OPZIONE SCIENZE APPL. PIO IX;PS;RMPSMF500G;LICEO SCIENTIFICO OPZIONE SCIENZE APPL. PIO IX;V. DI SANTA PRISCA 8;ROMA;ROMA;00153;direzione@istitutopioix.it;065743797      ;41.88273;12.48349;0;1
RMPS00500L;LICEO SCIENTIFICO POLIZIANO;PS;RMPS00500L;LICEO SCIENTIFICO POLIZIANO;VIA DELLA TRAVICELLA 55/61;ROMA;ROMA;00179;istituto.poliziano@virgilio.it;065110121      ;41.87037;12.4979;0;1
RMPS25500B;LICEO SCIENTIFICO S. LEONE MAGNO;PS;RMPS25500B;LICEO SCIENTIFICO S. LEONE MAGNO;P.ZA S.COSTANZA 2;ROMA;ROMA;00198;SEGRETERIAROMA@MARISTIMEDITERRANEA.COM;068537041      ;41.92148;12.516;0;1
RMPQ06500D;LICEO SCIENTIFICO SACRO CUORE;PQ;RMPQ06500D;LICEO SCIENTIFICO SACRO CUORE;V.TENUTA S.AGATA 1;ROMA;ROMA;00135;ISTITUTOSACROCUORE@PICCOLEANCELLE.COM;063054767      ;41.93737;12.42874;0;1
RMPSNS500T;LICEO SCIENTIFICO SAN GABRIELE;PS;RMPSNS500T;LICEO SCIENTIFICO SAN GABRIELE;VIA DELLA GIUSTINIANA, 1200;ROMA;ROMA;00189;ISTITUTOSANGABRIELE@GMAIL.COM;06302831       ;41.99963;12.38593;0;1
RMPS36500V;LICEO SCIENTIFICO SCUOLA PONTIFICIA PIO IX;PS;RMPS36500V;LICEO SCIENTIFICO SCUOLA PONTIFICIA PIO IX;VIA DEI CAVALIERI DEL S. SEPOLCRO 1;ROMA;ROMA;00193;SEGRETERIA@SCUOLAPIONONO.ORG;0668801325     ;41.90191;12.46062;0;1
RMPSI6500C;LICEO SCIENTIFICO SPORTIVO;PS;RMPSI6500C;LICEO SCIENTIFICO SPORTIVO;C.SO DUCA DI GENOVA 157/159;ROMA;ROMA;00121;istituto@istitutogiovannipaolo2.it;065672123      ;41.73383;12.27086;0;1
RMPM9C500Z;LICEO SCIENTIFICO SPORTIVO INTERNAZIONALE-VILLA FLAMINIA;PM;RMPM9C500Z;LICEO SCIENTIFICO SPORTIVO INTERNAZIONALE-VILLA FLAMINIA;VIALE DEL VIGNOLA 56;ROMA;ROMA;00196;istituto@villaflaminia.net;06322941       ;;;0;1
RMPSRQ500V;LICEO SCIENTIFICO SPORTIVO IST. SANTA MARIA;PS;RMPSRQ500V;LICEO SCIENTIFICO SPORTIVO IST. SANTA MARIA;VLE MANZONI 5;ROMA;ROMA;00185;segreteria@istitutosantamaria.com;0670033777     ;41.88966;12.50486;0;1
RMPSIB5004;LICEO SCIENTIFICO SPORTIVO ISTITUTO MASSIMILIANO MASSIMO;PS;RMPSIB5004;LICEO SCIENTIFICO SPORTIVO ISTITUTO MASSIMILIANO MASSIMO;Via Massimiliano Massimo n. 7 ;ROMA;ROMA;00144;SEGRETERIA@ISTITUTOMASSIMO.COM;06543961       ;;;0;1
RMPSRP5006;LICEO SCIENTIFICO SPORTIVO MARIO GROTTANELLI;PS;RMPSRP5006;LICEO SCIENTIFICO SPORTIVO MARIO GROTTANELLI;Via Tiburtina 994;ROMA;ROMA;00156;direzione@istitutoaniene.it;;;;0;1
RMPS455005;LICEO SCIENTIFICO-GIOVANNI PAOLO II;PS;RMPS455005;LICEO SCIENTIFICO-GIOVANNI PAOLO II;C.O DUCA DI GENOVA 157;ROMA;ROMA;00121;ISTITUTO@ISTITUTOGIOVANNIPAOLO2.IT;065692301      ;41.73417;12.27062;0;1
RMPMIO5006;LICEO SCIENZE UMANE;PM;RMPMIO5006;LICEO SCIENZE UMANE;V. A. BACCIARINI, 35;ROMA;ROMA;00167;INFO@ISTITUTOHEGEL.COM;0639754743     ;41.90237;12.43631;0;1
RMPM01301N;"LICEO SCIENZE UMANE ""LEONARDO DA VINCI""";PM;RMIS013006;ISTITUTO DI ISTRUZIONE LEONARDO DA VINCI;VIA CAVOUR, 258;ROMA;ROMA;00184;RMIS013006@istruzione.it;06121128185;41.89386;12.49061;1;0
RMPMSC500I;LICEO SCIENZE UMANE ECONOMICO SOCIALE - MINERVA;PM;RMPMSC500I;LICEO SCIENZE UMANE ECONOMICO SOCIALE - MINERVA;VIALE BATTISTA BARDANZELLU 83;ROMA;ROMA;00155;;064075776      ;41.91587;12.56886;0;1
RMPM08500E;LICEO SCIENZE UMANE MARIA IMMACOLATA;PM;RMPM08500E;LICEO SCIENZE UMANE MARIA IMMACOLATA;V.TOR DE'SCHIAVI 150;ROMA;ROMA;00172;ulf22@katamail.com;06  2417200    ;41.88166;12.56357;0;1
RMPMPL5008;LICEO SCIENZE UMANE OP. ECONOMICO SOC. IST. ROMA;PM;RMPMPL5008;LICEO SCIENZE UMANE OP. ECONOMICO SOC. IST. ROMA;V. ERNESTO NATHAN 41/43;ROMA;ROMA;00146;direzione@istitutoroma.it;0655285343     ;41.85206;12.45828;0;1
RMPM17500R;LICEO SCIENZE UMANE SAN PAOLO;PM;RMPM17500R;LICEO SCIENZE UMANE SAN PAOLO;V.CASILINA 1606 (TORRE GAIA);ROMA;ROMA;00133;istpaolo@tiscali.it;06  2053751    ;41.86361;12.63741;0;1
RMPM02601Q;"LICEO STATALE ""MACHIAVELLI"" (EX ORIANI)";PM;RMIS026008;LICEO STATALE NICCOLO' MACHIAVELLI;PIAZZA     INDIPENDENZA 7;ROMA;ROMA;00185;RMIS026008@istruzione.it;064452370;41.90433;12.50323;1;0
RMPS65000Q;LICEO STATALE DEMOCRITO;PS;RMPS65000Q;LICEO STATALE DEMOCRITO;VIA        PRASSILLA, N.79;ROMA;ROMA;00124;RMPS65000Q@istruzione.it;06121123816;41.7524;12.35716;1;0
RMPS26000V;LS PASTEUR;PS;RMPS26000V;LS PASTEUR;VIA        BARELLAI 130;ROMA;ROMA;00135;RMPS26000V@istruzione.it;063386628;41.94293;12.41091;1;0
RMPS48000T;LS TALETE;PS;RMPS48000T;LS TALETE;VIA        CAMOZZI, 2;ROMA;ROMA;00195;RMPS48000T@istruzione.it;06121124305;41.91259;12.45943;1;0
RMPC02601G;LUCILIO;PC;RMIS026008;LICEO STATALE NICCOLO' MACHIAVELLI;VIA        DEI SABELLI 86;ROMA;ROMA;00185;RMIS026008@istruzione.it;064455308;41.89689;12.51519;1;0
RMPC06301E;LUCIO ANNEO SENECA;PC;RMIS063007;LUCIO ANNEO SENECA;VIA       ALBERGOTTI 35;ROMA;ROMA;00167;RMIS063007@istruzione.it;06121124585;41.90536;12.4269;1;0
